news_id,Title,Link,Content,Category,Reporter,Date
1,"한 손에 들어오는 초소형 데스크톱, 델 '옵티플렉스 마이크로 7020'[블로터언팩]",/news/articleView.html?idxno=618390,"기업용PC 시장의 강자 델테크놀로지스가 초소형 데스크톱인 '옵티플렉스 마이크로 7020'을 선보였다. 고성능 부품을 손바닥 두 개 정도의 크기에 담은 이 제품은 데스크톱을 모니터·책상 등 편리한 곳에 붙여 사용할 수 있다.보안이 중요시되는 업무는 물론 데이터 분석, 그래픽 등 고성능이 필요한 작업까지 커버할 수 있다. 옵티플렉스 마이크로 7020은 크기가 작은데도 최대 인텔 코어 i7, 인텔 UHD그래픽 770, 64GB(기가바이트) 메모리, 1TB(테라바이트) 스토리지가 모두 담겼다. 특히 인공지능(AI)과 머신러닝 기반의 최적화",컴퓨터(PC),윤아름 기자,2024.06.28 16:11
2,"5년 연속 게이밍 모니터 1위' 삼성전자, OLED 모니터도 세계 정상",/news/articleView.html?idxno=615972,"삼성전자가 글로벌 올레드(OLED·유기발광다이오드) 모니터 시장 1위를 달성했다. 최근 삼성전자가 TV, 모니터를 비롯한 OLED 시장 공략에 속도를 내는 가운데 게이밍모니터 분야에선 시장 진출 1년만에 성과를 얻었다.8일 시장조사업체 IDC에 따르면 삼성전자는 2023년 글로벌 OLED 모니터 시장에서 금액 기준 34.7%, 수량 기준 28.3%를 기록하며 1위에 올랐다.삼성전자는 2019년부터 2023년까지 5년 연속세계 게이밍 모니터 시장 1위 자리를 놓치지 않았다. 회사는 2022년 첫 OLED 모니터인 34형 오디세이 'O",컴퓨터(PC),윤아름 기자,2024.05.08 10:21
3,삼성전자의 ‘갤럭시 유니버스’…스마트폰이 AI PC 웹캠으로[현장+],/news/articleView.html?idxno=615199,“녹색 잎이 가득한 나무에 꽃을 피워 볼게요”콘텐츠 크리에이터가 삼성전자의 일체형 인공지능(AI) PC ‘삼성 올인원 Pro’의 AI 기능을 소개하며 사진 편집 기능을 선보였다. 이 관계자가 사진편집 소프트웨어인 ‘루미나 네오’에서 나무에 ‘꽃’을 뜻하는 명령어를 입력하니 사진 속 초록색 잎이 화려한 꽃나무로 변했다.삼성전자가 인텔과 손잡고 AI 성능을 한층 강화한 삼성 올인원 Pro를 출시했다. 갤럭시 연결성을 노트북에 이어 PC로 확장하며 삼성전자만의 ‘갤럭시 유니버스’를 강조한 점이 특징이다. 신제품에는 ‘코파일럿 키’를 탑재,컴퓨터(PC),윤아름 기자,2024.04.22 17:27
4,"에이수스, 'AI 프로세서' 노트북 선봬…한국 시장 3위 노린다",/news/articleView.html?idxno=612455,"한때 삼성전자, LG전자 점유율을 위협했던 대만 에이수스(ASUS)가 새 노트북 ‘젠북듀오’로 한국 시장을 다시 공략한다. 에이수스는 경쟁사 대비 낮은 가격의 듀얼스크린 노트북 제품을 선보이는 한편, 문제점으로 지적됐던 AS(사후관리 서비스)를 강화해 시장점유율을 확보하겠다는 계획이다.에이수스는 20일 서울 여의도 콘레드 호텔에서 신제품 프리뷰 행사를 열고, 14인치 듀얼 스크린을 적용한 젠북듀오 등 2024년형 신제품을 공개했다. 지난 1월 ‘CES2024’에서 공개된 젠북듀오는 2개의 OLED 터치스크린, 탈부착형 블루투스 키보",컴퓨터(PC),윤아름 기자,2024.02.20 17:29
5,게이밍 노트북 'HP 오멘 16 슬림' 4주 체험…진일보한 게임과 일상 전환[블로터언팩],/news/articleView.html?idxno=612102,"게임과 일상을 아우르는 성능은 '만족', 어깨의 무게를 덜어주는 휴대성은 '아직'. HP의 초경량 프리미엄 게이밍 노트북 '오멘 16 슬림'을 약 4주간 써보면서 느낀 점이다. 일정한 사무실 공간없이 어느 곳에서나 일하고 있기 때문에, 게이밍 노트북 오멘 16 슬림을 잘 체험할 수 있는 데에 적임자라고 자신했다. 오멘 16 슬림을 체험하는 4주동안 서울 도심과 강남, 판교 심지어 휴가로 떠난 일본에까지 오멘 16 슬림과 함께했다. 사용처 또한 취재를 위한 문서 작성과 인터뷰, 캐주얼부터 소울라이크 RPG(역할수행게임) 플레이 그리고",컴퓨터(PC),안신혜 기자,2024.02.12 08:00
6,델·레노버·에이수스의 코로나19 대체 키워드 ‘AI·게이밍’,/news/articleView.html?idxno=610517,"글로벌 PC 기업인 델 테크놀로지스(델), 레노버, 에이수스의 올해 사업 전략이 AI(인공지능)와 게이밍으로 귀결됐다. 코로나19로 PC판매가 증가하면서 한 때 특수를 누린 3사는 출하량이 역성장하며 고부가가치 제품을 통해 돌파구를 찾겠다는 계획이다. 델, 레노버, 에이수스는 9일(현지시간) 미국 라스베이거스에서 열리는 세계 최대 전자 전시회 ‘CES 2024’에서 각 사 최신 기술이 적용된 신제품을 소개했다. 3사가 공개한 신제품은 게이밍 라인업에 집중됐으며, AI 기술을 탑재하며 전작 대비 성능을 향상시킨 점이 특징이다.PC 업",컴퓨터(PC),윤아름 기자,2024.01.09 18:36
7,"가볍고, 안전하다'…'델 래티튜드 7340 울트라라이트' 업무용으로 '딱'[블로터언팩]",/news/articleView.html?idxno=607341,"코로나19 팬데믹 이후 사무실 출근과 재택근무를 병행하는 일명 '하이브리드 근무'를 적용하는 기업이 증가했다. 이에 외부에서 노트북으로 동료들과 화상으로 회의를 하거나 복잡한 업무를 해야하는 일도 많아졌다. 기존에 휴대하기에 편하고, 배터리 용량이 큰 노트북이 인기가 많았다면, 이제는 높은 보안성을 갖춘 제품을 원하는 사용자도 늘었다. 가정용 PC 시장에서 두각을 나타내 온 델 테크놀로지스(델)는 프리미엄 비즈니스 노트북 라인업인 '래티튜드' 신제품을 잇따라 선보이며 기업용 시장을 공략하고 있다. 델 래티튜드의 라인업은 네 갈래 (",컴퓨터(PC),윤아름 기자,2023.10.18 13:00
8,"모비스, 100억 규모 자기사채 소각 결정",/news/articleView.html?idxno=607339,"코스닥 상장사 모비스는 100억원 규모의 자기사채 소각을 결정했다고 17일 공시했다.소각 대상 사채의 명칭은 '주식회사 모비스 제3회 무기명식 이권부 무보증 사모 전환사채'다. 소각예정일은 10월 18일이며 소각 목적은 주식가치 희석요인 제거를 통한 주주가치 증대다.모비스는""이번 소각결정은 제3차 전환사채(100억원) 재매입으로 취득한 전환사채 전액을 소각하는 내용""이라며 ""소각 후 회사가 보유한 자기전환사채는 없다""고 밝혔다.",컴퓨터(PC),이승주 기자,2023.10.17 10:29
9,[블로터언팩]노트북 화면이 2개면 가능한 일(feat.에이수스 젠북 프로14 듀오),/news/articleView.html?idxno=45889,"블로터 기자들이 체험한 IT 기기를 각자의 시각으로 솔직하게 해석해봅니다.요즘 고사양 노트북은 데스크톱 PC를 대체하고도 남을 수준이다. 웬만한 게임, 영상편집을 비롯해 업무나 여가 등 일상 내 크고작은 영역을 작은 노트북 하나로 모두 커버할 수 있다. 높은 이동성과 공간활용성도 보장된다. 그러나 아무리 고성능 노트북이라도 태생적으로 해결되지 않았던 약점은 바로 작은 화면이었다. 화면이 작다면, 하나 더 달면 됐다물론 화면의 한계는 보조 모니터를 연결해 일부 극복할 수 있다. 기자도 집에서 노트북을 쓸 때면 곧잘 데스크톱 모니터로",컴퓨터(PC),이건한,2022.09.24 07:52
10,카페 입구컷 자학개그는 옛말…'신분 상승' 에이수스 노트북,/news/articleView.html?idxno=45740,"올해 에이수스(ASUS) 노트북 제품군의 국내 시장 점유율이 급상승하며 주목받고 있다. 초기 저가형 모델 중심의 보급 전략에서 다양한 수요층을 노려 확대한 라인업이 기업·교육, 일반 소비자용 시장에서 두루 선전한 결과물이다. 이에 따라 해외와 비교해 저조했던 국내 브랜드 인지도 또한 개선되고 있는 추세다. 지난 5일 글로벌 시장조사기관 IDC가 발표한 2022년 2분기 국내 노트북 시장조사에서 에이수스는 전체 시장 점유율 22.7%로 2위를 기록했다. 기존에 2위였던 LG전자를 6%p 앞선 결과다. 1·2분기 합산 상반기 커머셜(기",컴퓨터(PC),이건한,2022.09.12 13:00
11,[함께 쓰는 풀리퀘]더 나은 이름과 메타포를 향하여①,/news/articleView.html?idxno=45208,"‘풀리퀘’는 깃허브에서 타인의 코드에 리뷰를 요청하는 기능인 ‘풀 리퀘스트’의 줄임말입니다. 풀리퀘를 통해 코드는 더 발전하는데요. 알아두면 쓸모 있는 IT업계의 크고 작은 사건들을 변규홍 스켈터랩스 개발자가 격주로 ‘풀리퀘’ 드립니다.개발자도 작명(作名)을 한다. 일반 사용자들처럼 새로운 파일을 저장하거나 폴더를 만들 때는 물론이고, 간단한 코딩에도 프로그램 동작에 필요한 온갖 변수, 함수, 자료형에 이름을 붙여야 하는 직업이기 때문이다. 이때 가끔은 '변수 A', '함수 123'처럼 무성의한 이름을 써도 괜찮지만 대부분은 그렇지",컴퓨터(PC),이건한,2022.07.30 10:00
12,"7세대 요가 노트북 韓 출시 레노버 ""언밸런스 프리미엄은 그만""",/news/articleView.html?idxno=45154,"""기존의 프리미엄 노트북은 브랜드 인지도와 수려한 디자인, 가벼운 무게, 고성능, 고급 서비스로 정의됐다. 그러나 무게를 위해 내구성을 포기하거나, 고성능을 위해 디자인을 포기한 언밸런스 프리미엄이었다고 본다. 레노버는 고성능을 추구하는 최근의 트렌드와 기존 프리미엄의 정의를 모두 충족하려는 전략을 요가(Yoga) 노트북 7세대에 담았다.""김윤호 한국레노버 대표는 27일 서울 영등포 코트야드 메리어트 호텔에서 개최한 기자간담회에서 요가 7세대의 정체성을 이렇게 정의했다. 요가는 고성능, 휴대성에 집중한 레노버의 울트라북 시리즈다.",컴퓨터(PC),이건한,2022.07.27 18:23
13,[함께 쓰는 풀리퀘]'그 이름'은 유니코드로 쓸 수 있을까①,/news/articleView.html?idxno=44199,‘풀리퀘’는 깃허브에서 타인의 코드에 리뷰를 요청하는 기능인 ‘풀 리퀘스트’의 줄임말입니다. 풀리퀘를 통해 코드는 더 발전하는데요. 알아두면 쓸모 있는 IT업계의 크고 작은 사건들을 변규홍 스켈터랩스 개발자가 격주로 ‘풀리퀘’ 드립니다.유니코드(Unicode)는 전 세계의 모든 문자를 컴퓨터에서 일관되게 표현하고 다룰 수 있도록 설계된 산업 표준이다. [1] 가장 최근 발표된 유니코드 14.0.0 버전에서는 무려 14만4697개나 되는 글자(character)가 포함되어 있다. [2] 1996년 7월 발표된 유니코드 2.0.0 버전,컴퓨터(PC),이건한,2022.05.07 10:00
