news_id,Title,Link,Content,Category,Reporter,Date
1,에스원 첫 여성 부사장 '이민정'은 누구…글로벌·보안 SI 전문가,/news/articleView.html?idxno=627585,국내 대표 물리보안 기업 에스원의 2025년 정기 임원인사에서 창사 이후 첫 여성 부사장에 오른 이민정 부사장은 글로벌 및 보안 시스템통합(SI) 사업 전문가다. 그는 에스원에서만 몸담아온 정통 '에스원맨'이기도 하다. 1969년생인 이 부사장은 지난 2018년 12월부터 2020년 12월까지 글로벌사업팀장을 지냈다. 에스원 글로벌사업팀의 타깃은 해외에 사업장을 둔 한국 기업이나 현지 기업이다. 글로벌 시장에서는 중동과 동남아 등 신흥국을 중심으로 빌딩·공항·산업시설 등에서 보안 SI 수요가 증가하고 있다. 이 부사장은 이 같은 글,보안/해킹,박현준 기자,2024.12.04 16:25
2,"SK쉴더스의 '보안 M&A' 전략, 이번엔 글로벌 향한다",/news/articleView.html?idxno=627474,"인수합병(M&A)으로 보안 역량을 키운 SK쉴더스가 이번엔 글로벌 시장을 타깃으로 한 M&A를 추진한다. SK쉴더스는 3일 서울시 강남구 삼성동 코엑스에서 열린 '2024 SK쉴더스 사이버 시큐리티 미디어 데이'에서 현재 추진 중인 M&A의 성사 시점이 임박했으며 조만간 공식발표할 것이라고 예고했다. '보안관제센터 고도화' M&A김병무 SK쉴더스 정보보안사업부 부사장은 이날 ""보안관제센터(Security Operation Center, SOC) 고도화를 위해 올해 중으로 대형 M&A를 할 예정""이라며 ""지난 10년간 보안 업계에서",보안/해킹,박현준 기자,2024.12.03 15:54
3,[보안 기업 새 먹거리]②안랩의 '사우디 클라우드' 공략법,/news/articleView.html?idxno=626583,주요 보안 기업들의 올해 상반기 실적과 새로운 비즈니스 모델에 대해 분석합니다.국내 대표 정보보안 기업 안랩이 사우디아라비아에서 새로운 먹거리를 찾았다. 정보보안은 기업뿐 아니라 국가 차원에서도 민감하기 때문에 자국이 아닌 해외 기업에 정보보안을 맡기는 경우는 드물다. 한국의 정보보안 기업들도 같은 이유로 해외 시장 공략이 쉽지 않았다.하지만 안랩은 사우디 시장에 발을 내디디며 새로운 수익원 마련의 물꼬를 텄다. 회사는 사우디에서 기존 보안 제품 및 서비스를 선보인 후 생성형 인공지능(AI) 및 클라우드로 영역을 확대할 계획이다.,보안/해킹,박현준 기자,2024.11.18 11:02
4,맨땅서 '매출 1000억원 SW' 지란지교 일군 오치영…이젠 '수익성'도 잡는다,/news/articleView.html?idxno=622243,29일 경기도 성남시 판교 제2테크노밸리에 위치한 지란지교 사옥. 1층에 들어서자 퉁퉁거리는 농구공 소리와 함께 코트를 누비는 직원들의 모습이 눈에 들어왔다. 취재차 많은 기업들의 사옥을 방문해봤지만 1층 로비에 농구코트가 있는 것은 처음 보는 광경이었다.이 농구 경기에는 지란지교그룹의 창업자인 오치영 최고드림오피서(CDO·Chief Dream Officer)도 섞여있었다. 올해로 56세인 그는 한참 어린 후배들과 몸을 부딪히며 땀을 흘렸다. 국내 대표 소프트웨어(SW) 기업 지란지교를 일군 그는 SW 못지 않게 농구를 좋아하는 농,보안/해킹,박현준 기자,2024.08.29 18:32
5,"[보안 기업 새 먹거리]①SK쉴더스, 클라우드·AI로 어떻게 돈 버나",/news/articleView.html?idxno=622077,주요 보안 기업들의 올해 상반기 실적과 새로운 비즈니스 모델에 대해 분석한다.국내 대표 물리·정보보안 기업 SK쉴더스는 새로운 먹거리로 클라우드·인공지능(AI) 보안을 낙점하고 투자를 이어가고 있다. 클라우드 보안에서는 이미 매출을 내고 있다. AI는 기존 보안 솔루션에 적용됐다. MSP와 클라우드 공략…AI로 '더 똑똑한' 보안클라우드 보안은 SK쉴더스와 같은 보안 기업들에게는 필수적으로 갖춰야 할 경쟁력으로 떠올랐다. 온프레미스(서버와 스토리지 등 IT 인프라를 자체 데이터센터에 구현한 업무환경)에서 클라우드로 전환하는 기업들은,보안/해킹,박현준 기자,2024.08.28 10:01
6,"SK쉴더스, '레드팀·제로트러스트'로 LLM 공격 대응한다",/news/articleView.html?idxno=618667,"보안기업 SK쉴더스가 레드팀과 제로트러스트 전략 등으로 인공지능(AI) 기반 대규모언어모델(LLM)의 취약점을 이용한 공격에 대응한다. LLM이나 소형언어모델(sLLM)을 활용하는 기업과 개발자가 늘어나는 가운데 사이버 공격에 생성형AI를 활용하는 해커도 증가했다. SK쉴더스는 2일 서울 중구 페럼타워에서 열린 이큐스트(EQST) 미디어데이에서 LLM 서비스에서 발생할 수 있는 열 가지 보안 취약점 중 위험도가 높은 세 가지를 소개했다.첫째, '프롬프트인젝션'은 AI에 악의적인 질문을 해 얻은 답변으로 악성코드를 만들거나 마약을 제",보안/해킹,박현준 기자,2024.07.02 15:00
7,"파수 조규곤 대표의 'AI 자신감'…""공공·금융서 ELLM 관심""",/news/articleView.html?idxno=614415,"""기업들은 업무 효율성 향상과 비용절감을 위해 ELLM을 찾고 있습니다. 공공기관과 금융사들은 이미 '파수 ELLM(이하 ELLM)'에 관심을 나타내고 있어요. ""3일 정보보호 기업 파수의 연례 고객행사 '파수 디지털 인텔리전스 2024(Fasoo Digital Intelligence 2024, 이하 FDI 2024)'가 열린 서울시 영등포구 여의대로 페어몬트앰배서더서울. 고객사들 앞에서 자사의 ELLM 소개를 마치고 무대 아래로 내려온 조규곤 파수 대표의 얼굴에는 자신감이 가득했다. ELLM은 Enterprise Large Lan",보안/해킹,박현준 기자,2024.04.03 22:41
8,"수산아이앤티, 지난해 영업익 65억원…전년대비 85.8% 증가",/news/articleView.html?idxno=611761,"네트워크 보안 기업 수산아이앤티는 연결기준 2023년 매출 238억원, 영업이익 65억원을 기록했다고 5일 공시했다. 전년 대비 매출은 6.6% 감소, 영업이익은 85.8% 증가한 수치다. 같은 기간 당기순이익은 47억원으로 300.7% 성장했다. 수산아이앤티는 매출액 또는 손익구조 30%(대규모법인은 15%)이상 변동 공시를 통해 ""알류미늄 커패시터사업과 관련된 지분 전량을 처분하기로 결정했다""며 ""이로 인해 종속회사인 수산에너솔과 관련된 자산, 부채 및 영업손익을 중단영업으로 재분류했다""고 설명했다. 한편 수산아이앤티는 지난달",보안/해킹,안신혜 기자,2024.02.05 11:31
9,"AWS·MS·구글, 공공 클라우드 진출 좌초되나…CSAP 하등급에도 포함된 '국정원 요구'",/news/articleView.html?idxno=610377,글로벌 CSP(클라우드 서비스 제공 사업자) 아마존웹서비스(AWS)·마이크로소프트(MS)·구글클라우드의 한국 공공 클라우드 시장 진출이 차질을 빚게 됐다. 3사는 공공 클라우드 시장 진입에 필수적인 '클라우드 보안 인증(CSAP)'을 획득하기 위해 2023년 한국인터넷진흥원(KISA)에 관련 서류를 제출했다. 3사가 도전한 것은 CSAP의 상·중·하 중 하등급이다. CSAP는 2023년 이전에는 등급이 분류되지 않았다. 하지만 글로벌 CSP들과 국내 SaaS(서비스형 소프트웨어) 기업들이 규제 완화를 요구하면서 과학기술정보통신부(이,보안/해킹,박현준 기자,2024.01.07 10:35
10,라온시큐어 각자대표 역할 분담은?…이정아 '보안'·이순형 '인증' 책임진다,/news/articleView.html?idxno=610205,토종 보안 기업 라온시큐어의 각자대표 체제는 이정아 대표의 '보안'과 이순형 대표의 '인증'으로 요약된다. 이순형 단독대표 체제를 유지했던 라온시큐어는 이달 2일 이정아 대표가 신임 대표로 취임하면서 두 대표들이 회사를 이끄는 각자대표 체제로 전환했다. 기존에도 사장으로서 회사의 주요 업무를 지휘했던 이정아 대표는 보안 사업을 이끌게 됐다. 라온시큐어의 보안 사업에는 기업들에게 판매하는 모바일 및 보안 솔루션이 포함된다. 회사 매출의 60% 이상을 차지하는 캐시카우(현금창출원)다. 2023년 3분기 누적기준 라온시큐어의 모바일 보안,보안/해킹,박현준 기자,2024.01.03 08:45
11,"라온시큐어, 전환사채 털고 부채비율 낮추고…'인증' 투자 이어간다",/news/articleView.html?idxno=609858,토종 정보보안 기업 라온시큐어가 전환사채(CB) 상환에 대한 부담을 털고 새 먹거리인 인증 사업에 보다 집중할 태세를 갖췄다. 라온시큐어는 이달 20일 공시를 통해 2021년 발행한 200억원 규모의 제 9회차 전환사채를 전량 취득해 소각했다고 발표했다. 전환사채란 채권을 주식으로 전환할 수 있는 선택권을 갖췄다. 기업들은 주로 주식과 채권을 발행해 자금을 조달한다. 주식과 채권의 특징을 모두 갖춘 것이 전환사채다. 전환사채는 기업이 처음 발행할 땐 보통의 회사채와 같다. 하지만 투자자가 일정 기간이 지나 주식전환권을 발동하면 채권,보안/해킹,박현준 기자,2023.12.25 18:00
12,"생성형AI' 접목한 안랩 XDR, 보안도 '자동화' 구현했다[블로터 ICT 콘퍼런스 현장]",/news/articleView.html?idxno=609393,최근 인공지능(AI)·클라우드·사물인터넷(IoT) 등 발전으로 인해 과거에 비해 보안이 필요한 영역이 넓어졌다. 이에 따라 보안 또한 위협탐지에서 리스크(위험요소) 관리의 영역으로 트렌드가 이동하는 추세다. 정보보안 기업 안랩은 자사 플랫폼 '안랩 XDR(eXtended Detection & Response)'에 생성형AI를 접목해 앞으로 보안 분야도 복잡한 매뉴얼 없이 간편한 대응이 가능해 질 것으로 자신했다. 추상욱 안랩 솔루션컨설팅 차장은 12일 서울시 서초구 양재동 엘타워 그랜드홀에서 열린 ‘블로터 ICT 콘퍼런스(이하 콘퍼,보안/해킹,김수민 기자,2023.12.12 16:37
13,해커는 '웜GPT'로 당신의 이메일 노린다…SK쉴더스가 제안한 대응 키워드 '보안관제',/news/articleView.html?idxno=609079,SK쉴더스가 미국 오픈AI의 생성형 AI(인공지능) 챗봇 서비스 '챗GPT'를 활용한 이메일 피싱 공격이 2024년에 기승을 부릴 것으로 전망했다. SK쉴더스는 이에 대한 기업들의 대응 전략으로 '이메일 보안관제 서비스'를 제시했다. 5일 SK쉴더스의 화이트 해커 그룹 EQST(이큐스트)가 공개한 '2024년 5대 보안 위협 전망'에 따르면 'AI를 활용한 사이버 공격'이 2023년에 이어 2024년에도 이어지며 고도화될 전망이다. 일부 해커들은 챗GPT를 기반으로 사이버 공격용으로 사용할 수 있는 또 다른 생성형 AI를 제작하고,보안/해킹,박현준 기자,2023.12.05 14:23
